taxon taxlevel rankID taxon daughterlevels total CONTROL1 CONTROL2 CONTROL3 CONTROL4 CONTROL5 CONTROL6 CONTROL7 CONTROL8 CONTROL9 CONTROL10 DISEASE1 DISEASE2 DISEASE3 DISEASE4 DISEASE5 DISEASE6 DISEASE7 DISEASE8 DISEASE9 DISEASE10
Synergistetes;Synergistia;Synergistales;Synergistaceae;Jonquetella 6 0.1.16.1.1.1.1 Jonquetella 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0
Synergistetes;Synergistia;Synergistales;Synergistaceae;unclassified 6 0.1.16.1.1.1.2 unclassified 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes 2 0.1.17 Tenericutes 1 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes 3 0.1.17.1 Mollicutes 4 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Anaeroplasmatales 4 0.1.17.1.1 Anaeroplasmatales 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae 5 0.1.17.1.1.1 Anaeroplasmataceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma 6 0.1.17.1.1.1.1 Anaeroplasma 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales 4 0.1.17.1.2 Entomoplasmatales 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae 5 0.1.17.1.2.1 Entomoplasmataceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma 6 0.1.17.1.2.1.1 Entomoplasma 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae 5 0.1.17.1.2.2 Spiroplasmataceae 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma 6 0.1.17.1.2.2.1 Spiroplasma 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;unclassified 5 0.1.17.1.2.3 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Entomoplasmatales;unclassified;unclassified 6 0.1.17.1.2.3.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Mycoplasmatales 4 0.1.17.1.3 Mycoplasmatales 1 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae 5 0.1.17.1.3.1 Mycoplasmataceae 2 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma 6 0.1.17.1.3.1.1 Mycoplasma 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma 6 0.1.17.1.3.1.2 Ureaplasma 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;unclassified 4 0.1.17.1.4 unclassified 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;unclassified;unclassified 5 0.1.17.1.4.1 unclassified 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tenericutes;Mollicutes;unclassified;unclassified;unclassified 6 0.1.17.1.4.1.1 unclassified 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia 2 0.1.18 Verrucomicrobia 5 166 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1
Verrucomicrobia;Opitutae 3 0.1.18.1 Opitutae 2 42 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Verrucomicrobia;Opitutae;Opitutales 4 0.1.18.1.1 Opitutales 1 41 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae 5 0.1.18.1.1.1 Opitutaceae 2 41 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Alterococcus 6 0.1.18.1.1.1.1 Alterococcus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus 6 0.1.18.1.1.1.2 Opitutus 0 40 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Verrucomicrobia;Opitutae;unclassified 4 0.1.18.1.2 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Opitutae;unclassified;unclassified 5 0.1.18.1.2.1 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Opitutae;unclassified;unclassified;unclassified 6 0.1.18.1.2.1.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Spartobacteria 3 0.1.18.2 Spartobacteria 1 57 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Spartobacteria;Spartobacteria_order_incertae_sedis 4 0.1.18.2.1 Spartobacteria_order_incertae_sedis 1 57 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Spartobacteria;Spartobacteria_order_incertae_sedis;Spartobacteria_family_incertae_sedis 5 0.1.18.2.1.1 Spartobacteria_family_incertae_sedis 2 57 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Spartobacteria;Spartobacteria_order_incertae_sedis;Spartobacteria_family_incertae_sedis;Spartobacteria_genera_incertae_sedis 6 0.1.18.2.1.1.1 Spartobacteria_genera_incertae_sedis 0 56 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Spartobacteria;Spartobacteria_order_incertae_sedis;Spartobacteria_family_incertae_sedis;Xiphinematobacter 6 0.1.18.2.1.1.2 Xiphinematobacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Subdivision3 3 0.1.18.3 Subdivision3 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Subdivision3;Subdivision3_order_incertae_sedis 4 0.1.18.3.1 Subdivision3_order_incertae_sedis 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Subdivision3;Subdivision3_order_incertae_sedis;Subdivision3_family_incertae_sedis 5 0.1.18.3.1.1 Subdivision3_family_incertae_sedis 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Subdivision3;Subdivision3_order_incertae_sedis;Subdivision3_family_incertae_sedis;3_genus_incertae_sedis 6 0.1.18.3.1.1.1 3_genus_incertae_sedis 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae 3 0.1.18.4 Verrucomicrobiae 1 53 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales 4 0.1.18.4.1 Verrucomicrobiales 1 53 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae 5 0.1.18.4.1.1 Verrucomicrobiaceae 6 53 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia 6 0.1.18.4.1.1.1 Akkermansia 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula 6 0.1.18.4.1.1.2 Haloferula 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter 6 0.1.18.4.1.1.3 Luteolibacter 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter 6 0.1.18.4.1.1.4 Prosthecobacter 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium 6 0.1.18.4.1.1.5 Verrucomicrobium 0 8 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;unclassified 6 0.1.18.4.1.1.6 unclassified 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;unclassified 3 0.1.18.5 unclassified 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;unclassified;unclassified 4 0.1.18.5.1 unclassified 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;unclassified;unclassified;unclassified 5 0.1.18.5.1.1 unclassified 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Verrucomicrobia;unclassified;unclassified;unclassified;unclassified 6 0.1.18.5.1.1.1 unclassified 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRC1 2 0.1.19 BRC1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRC1;BRC1_class_incertae_sedis 3 0.1.19.1 BRC1_class_incertae_sedis 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRC1;BRC1_class_incertae_sedis;BRC1_order_incertae_sedis 4 0.1.19.1.1 BRC1_order_incertae_sedis 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRC1;BRC1_class_incertae_sedis;BRC1_order_incertae_sedis;BRC1_family_incertae_sedis 5 0.1.19.1.1.1 BRC1_family_incertae_sedis 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRC1;BRC1_class_incertae_sedis;BRC1_order_incertae_sedis;BRC1_family_incertae_sedis;BRC1_genera_incertae_sedis 6 0.1.19.1.1.1.1 BRC1_genera_incertae_sedis 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes 2 0.1.20 Firmicutes 5 307131 56 212 75 395 166 395 36 112 71 118 568 394 411 339 815 868 480 573 213 333
Firmicutes;Bacilli 3 0.1.20.1 Bacilli 3 271371 49 143 73 369 154 299 34 87 62 103 529 364 370 316 807 866 462 566 195 321
Firmicutes;Bacilli;Bacillales 4 0.1.20.1.1 Bacillales 17 177876 23 77 65 263 27 19 34 7 13 91 266 195 160 183 515 805 398 232 109 226
Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae 5 0.1.20.1.1.1 Alicyclobacillaceae 2 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus 6 0.1.20.1.1.1.1 Tumebacillus 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;unclassified 6 0.1.20.1.1.1.2 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_1 5 0.1.20.1.1.2 Bacillaceae_1 4 1669 0 0 0 5 0 2 0 1 5 0 2 3 1 0 0 0 8 7 2 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Anoxybacillus 6 0.1.20.1.1.2.1 Anoxybacillus 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus 6 0.1.20.1.1.2.2 Bacillus 0 1507 0 0 0 5 0 2 0 1 5 0 1 0 1 0 0 0 8 5 1 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Geobacillus 6 0.1.20.1.1.2.3 Geobacillus 0 104 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 2 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_1;unclassified 6 0.1.20.1.1.2.4 unclassified 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2 5 0.1.20.1.1.3 Bacillaceae_2 9 49 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Geomicrobium 6 0.1.20.1.1.3.1 Geomicrobium 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Gracilibacillus 6 0.1.20.1.1.3.2 Gracilibacillus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Marinococcus 6 0.1.20.1.1.3.3 Marinococcus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Oceanobacillus 6 0.1.20.1.1.3.4 Oceanobacillus 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Pontibacillus 6 0.1.20.1.1.3.5 Pontibacillus 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Terribacillus 6 0.1.20.1.1.3.6 Terribacillus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Tuberibacillus 6 0.1.20.1.1.3.7 Tuberibacillus 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Virgibacillus 6 0.1.20.1.1.3.8 Virgibacillus 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillaceae_2;unclassified 6 0.1.20.1.1.3.9 unclassified 0 15 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_X 5 0.1.20.1.1.4 Bacillales_Incertae_Sedis_X 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_X;Thermicanus 6 0.1.20.1.1.4.1 Thermicanus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XI 5 0.1.20.1.1.5 Bacillales_Incertae_Sedis_XI 1 5129 0 0 0 0 0 0 0 0 0 0 7 6 0 7 34 1 0 31 1 4
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XI;Gemella 6 0.1.20.1.1.5.1 Gemella 0 5129 0 0 0 0 0 0 0 0 0 0 7 6 0 7 34 1 0 31 1 4
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII 5 0.1.20.1.1.6 Bacillales_Incertae_Sedis_XII 1 216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium 6 0.1.20.1.1.6.1 Exiguobacterium 0 216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis 5 0.1.20.1.1.7 Bacillales_incertae_sedis 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis;Caldalkalibacillus 6 0.1.20.1.1.7.1 Caldalkalibacillus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Listeriaceae 5 0.1.20.1.1.8 Listeriaceae 2 371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Listeriaceae;Brochothrix 6 0.1.20.1.1.8.1 Brochothrix 0 307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria 6 0.1.20.1.1.8.2 Listeria 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1 5 0.1.20.1.1.9 Paenibacillaceae_1 7 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Brevibacillus 6 0.1.20.1.1.9.1 Brevibacillus 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Cohnella 6 0.1.20.1.1.9.2 Cohnella 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Fontibacillus 6 0.1.20.1.1.9.3 Fontibacillus 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus 6 0.1.20.1.1.9.4 Paenibacillus 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Saccharibacillus 6 0.1.20.1.1.9.5 Saccharibacillus 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Thermobacillus 6 0.1.20.1.1.9.6 Thermobacillus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;unclassified 6 0.1.20.1.1.9.7 unclassified 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2 5 0.1.20.1.1.10 Paenibacillaceae_2 4 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;Ammoniphilus 6 0.1.20.1.1.10.1 Ammoniphilus 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;Aneurinibacillus 6 0.1.20.1.1.10.2 Aneurinibacillus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;Oxalophagus 6 0.1.20.1.1.10.3 Oxalophagus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;unclassified 6 0.1.20.1.1.10.4 unclassified 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Pasteuriaceae 5 0.1.20.1.1.11 Pasteuriaceae 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria 6 0.1.20.1.1.11.1 Pasteuria 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae 5 0.1.20.1.1.12 Planococcaceae 12 285 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon 6 0.1.20.1.1.12.1 Caryophanon 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus 6 0.1.20.1.1.12.2 Jeotgalibacillus 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia 6 0.1.20.1.1.12.3 Kurthia 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus 6 0.1.20.1.1.12.4 Lysinibacillus 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina 6 0.1.20.1.1.12.5 Paenisporosarcina 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcaceae_incertae_sedis 6 0.1.20.1.1.12.6 Planococcaceae_incertae_sedis 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus 6 0.1.20.1.1.12.7 Planococcus 0 45 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium 6 0.1.20.1.1.12.8 Planomicrobium 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus 6 0.1.20.1.1.12.9 Rummeliibacillus 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina 6 0.1.20.1.1.12.10 Sporosarcina 0 94 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus 6 0.1.20.1.1.12.11 Ureibacillus 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Planococcaceae;unclassified 6 0.1.20.1.1.12.12 unclassified 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae 5 0.1.20.1.1.13 Sporolactobacillaceae 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillaceae_incertae_sedis 6 0.1.20.1.1.13.1 Sporolactobacillaceae_incertae_sedis 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus 6 0.1.20.1.1.13.2 Sporolactobacillus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae 5 0.1.20.1.1.14 Staphylococcaceae 6 169563 23 77 65 258 27 16 34 6 8 91 257 183 159 175 476 804 379 192 106 222
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus 6 0.1.20.1.1.14.1 Jeotgalicoccus 0 188 0 0 0 0 0 0 0 0 0 0 1 2 0 4 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus 6 0.1.20.1.1.14.2 Macrococcus 0 151 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Nosocomiicoccus 6 0.1.20.1.1.14.3 Nosocomiicoccus 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus 6 0.1.20.1.1.14.4 Salinicoccus 0 50 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus 6 0.1.20.1.1.14.5 Staphylococcus 0 169115 23 77 65 258 27 16 34 5 8 91 255 181 157 171 476 804 379 192 106 222
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;unclassified 6 0.1.20.1.1.14.6 unclassified 0 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1 5 0.1.20.1.1.15 Thermoactinomycetaceae_1 5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Laceyella 6 0.1.20.1.1.15.1 Laceyella 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Shimazuella 6 0.1.20.1.1.15.2 Shimazuella 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Thermoactinomyces 6 0.1.20.1.1.15.3 Thermoactinomyces 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Thermoflavimicrobium 6 0.1.20.1.1.15.4 Thermoflavimicrobium 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;unclassified 6 0.1.20.1.1.15.5 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_2 5 0.1.20.1.1.16 Thermoactinomycetaceae_2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
