taxon taxlevel rankID taxon daughterlevels total CONTROL1 CONTROL2 CONTROL3 CONTROL4 CONTROL5 CONTROL6 CONTROL7 CONTROL8 CONTROL9 CONTROL10 DISEASE1 DISEASE2 DISEASE3 DISEASE4 DISEASE5 DISEASE6 DISEASE7 DISEASE8 DISEASE9 DISEASE10
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas 6 0.1.4.2.1.1.3 Dysgonomonas 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter 6 0.1.4.2.1.1.4 Odoribacter 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter 6 0.1.4.2.1.1.5 Paludibacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides 6 0.1.4.2.1.1.6 Parabacteroides 0 84 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas 6 0.1.4.2.1.1.7 Porphyromonas 0 5360 0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0 3 0 2 7
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella 6 0.1.4.2.1.1.8 Tannerella 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;unclassified 6 0.1.4.2.1.1.9 unclassified 0 116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae 5 0.1.4.2.1.2 Prevotellaceae 5 9652 0 0 0 4 2 15 0 5 0 0 3 8 6 6 2 5 2 10 4 4
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella 6 0.1.4.2.1.2.1 Hallella 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella 6 0.1.4.2.1.2.2 Paraprevotella 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 6 0.1.4.2.1.2.3 Prevotella 0 9260 0 0 0 4 2 15 0 5 0 0 3 8 6 6 2 5 2 10 3 4
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Xylanibacter 6 0.1.4.2.1.2.4 Xylanibacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;unclassified 6 0.1.4.2.1.2.5 unclassified 0 374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae 5 0.1.4.2.1.3 Rikenellaceae 2 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes 6 0.1.4.2.1.3.1 Alistipes 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella 6 0.1.4.2.1.3.2 Rikenella 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae 5 0.1.4.2.1.4 Bacteroidaceae 2 948 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Anaerorhabdus 6 0.1.4.2.1.4.1 Anaerorhabdus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides 6 0.1.4.2.1.4.2 Bacteroides 0 947 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;unclassified 5 0.1.4.2.1.5 unclassified 1 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Bacteroidia;Bacteroidales;unclassified;unclassified 6 0.1.4.2.1.5.1 unclassified 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria 3 0.1.4.3 Sphingobacteria 1 1837 0 0 0 0 1 1 0 0 0 0 2 5 4 5 1 0 1 2 0 1
Bacteroidetes;Sphingobacteria;Sphingobacteriales 4 0.1.4.3.1 Sphingobacteriales 8 1837 0 0 0 0 1 1 0 0 0 0 2 5 4 5 1 0 1 2 0 1
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cyclobacteriaceae 5 0.1.4.3.1.1 Cyclobacteriaceae 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cyclobacteriaceae;Algoriphagus 6 0.1.4.3.1.1.1 Algoriphagus 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cyclobacteriaceae;unclassified 6 0.1.4.3.1.1.2 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae 5 0.1.4.3.1.2 Flammeovirgaceae 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Persicobacter 6 0.1.4.3.1.2.1 Persicobacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae 5 0.1.4.3.1.3 Rhodothermaceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae;Salisaeta 6 0.1.4.3.1.3.1 Salisaeta 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae 5 0.1.4.3.1.4 Saprospiraceae 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;Haliscomenobacter 6 0.1.4.3.1.4.1 Haliscomenobacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;unclassified 6 0.1.4.3.1.4.2 unclassified 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae 5 0.1.4.3.1.5 Chitinophagaceae 12 377 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Chitinophaga 6 0.1.4.3.1.5.1 Chitinophaga 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Ferruginibacter 6 0.1.4.3.1.5.2 Ferruginibacter 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Filimonas 6 0.1.4.3.1.5.3 Filimonas 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Flavisolibacter 6 0.1.4.3.1.5.4 Flavisolibacter 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Gracilimonas 6 0.1.4.3.1.5.5 Gracilimonas 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Niabella 6 0.1.4.3.1.5.6 Niabella 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Niastella 6 0.1.4.3.1.5.7 Niastella 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Parasegetibacter 6 0.1.4.3.1.5.8 Parasegetibacter 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Sediminibacterium 6 0.1.4.3.1.5.9 Sediminibacterium 0 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Segetibacter 6 0.1.4.3.1.5.10 Segetibacter 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Terrimonas 6 0.1.4.3.1.5.11 Terrimonas 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;unclassified 6 0.1.4.3.1.5.12 unclassified 0 256 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae 5 0.1.4.3.1.6 Cytophagaceae 20 732 0 0 0 0 1 1 0 0 0 0 1 0 0 2 1 0 1 2 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Adhaeribacter 6 0.1.4.3.1.6.1 Adhaeribacter 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Arcicella 6 0.1.4.3.1.6.2 Arcicella 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Cytophaga 6 0.1.4.3.1.6.3 Cytophaga 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Dyadobacter 6 0.1.4.3.1.6.4 Dyadobacter 0 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Emticicia 6 0.1.4.3.1.6.5 Emticicia 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Fibrella 6 0.1.4.3.1.6.6 Fibrella 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Fibrisoma 6 0.1.4.3.1.6.7 Fibrisoma 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Flectobacillus 6 0.1.4.3.1.6.8 Flectobacillus 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Hymenobacter 6 0.1.4.3.1.6.9 Hymenobacter 0 144 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Larkinella 6 0.1.4.3.1.6.10 Larkinella 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Leadbetterella 6 0.1.4.3.1.6.11 Leadbetterella 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Meniscus 6 0.1.4.3.1.6.12 Meniscus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Persicitalea 6 0.1.4.3.1.6.13 Persicitalea 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Pontibacter 6 0.1.4.3.1.6.14 Pontibacter 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Rhodocytophaga 6 0.1.4.3.1.6.15 Rhodocytophaga 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Runella 6 0.1.4.3.1.6.16 Runella 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Siphonobacter 6 0.1.4.3.1.6.17 Siphonobacter 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Spirosoma 6 0.1.4.3.1.6.18 Spirosoma 0 121 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;Sporocytophaga 6 0.1.4.3.1.6.19 Sporocytophaga 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cytophagaceae;unclassified 6 0.1.4.3.1.6.20 unclassified 0 243 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae 5 0.1.4.3.1.7 Sphingobacteriaceae 7 668 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter 6 0.1.4.3.1.7.1 Mucilaginibacter 0 112 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Nubsella 6 0.1.4.3.1.7.2 Nubsella 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Parapedobacter 6 0.1.4.3.1.7.3 Parapedobacter 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter 6 0.1.4.3.1.7.4 Pedobacter 0 303 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Solitalea 6 0.1.4.3.1.7.5 Solitalea 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium 6 0.1.4.3.1.7.6 Sphingobacterium 0 220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;unclassified 6 0.1.4.3.1.7.7 unclassified 0 21 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;unclassified 5 0.1.4.3.1.8 unclassified 1 40 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
Bacteroidetes;Sphingobacteria;Sphingobacteriales;unclassified;unclassified 6 0.1.4.3.1.8.1 unclassified 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
Bacteroidetes;Flavobacteria 3 0.1.4.4 Flavobacteria 1 6861 0 2 0 2 2 11 0 6 84 3 1 17 8 3 0 6 7 5 1 2
Bacteroidetes;Flavobacteria;Flavobacteriales 4 0.1.4.4.1 Flavobacteriales 3 6861 0 2 0 2 2 11 0 6 84 3 1 17 8 3 0 6 7 5 1 2
Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae 5 0.1.4.4.1.1 Cryomorphaceae 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Fluviicola 6 0.1.4.4.1.1.1 Fluviicola 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;unclassified 6 0.1.4.4.1.1.2 unclassified 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae 5 0.1.4.4.1.2 Flavobacteriaceae 23 6847 0 2 0 2 2 11 0 6 84 3 1 17 8 3 0 6 6 5 1 2
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Actibacter 6 0.1.4.4.1.2.1 Actibacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Aestuariicola 6 0.1.4.4.1.2.2 Aestuariicola 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Bergeyella 6 0.1.4.4.1.2.3 Bergeyella 0 63 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga 6 0.1.4.4.1.2.4 Capnocytophaga 0 1499 0 0 0 0 1 8 0 0 0 1 0 4 0 1 0 0 0 0 0 1
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium 6 0.1.4.4.1.2.5 Chryseobacterium 0 694 0 1 0 0 1 0 0 0 0 0 1 0 2 2 0 5 6 5 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Cloacibacterium 6 0.1.4.4.1.2.6 Cloacibacterium 0 2540 0 0 0 2 0 2 0 1 84 2 0 12 5 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia 6 0.1.4.4.1.2.7 Elizabethkingia 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Empedobacter 6 0.1.4.4.1.2.8 Empedobacter 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Epilithonimonas 6 0.1.4.4.1.2.9 Epilithonimonas 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Euzebyella 6 0.1.4.4.1.2.10 Euzebyella 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium 6 0.1.4.4.1.2.11 Flavobacterium 0 618 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0 0 1
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Gelidibacter 6 0.1.4.4.1.2.12 Gelidibacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Gillisia 6 0.1.4.4.1.2.13 Gillisia 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Myroides 6 0.1.4.4.1.2.14 Myroides 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Ornithobacterium 6 0.1.4.4.1.2.15 Ornithobacterium 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Planobacterium 6 0.1.4.4.1.2.16 Planobacterium 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Riemerella 6 0.1.4.4.1.2.17 Riemerella 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Salinimicrobium 6 0.1.4.4.1.2.18 Salinimicrobium 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Soonwooa 6 0.1.4.4.1.2.19 Soonwooa 0 823 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Wautersiella 6 0.1.4.4.1.2.20 Wautersiella 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Weeksella 6 0.1.4.4.1.2.21 Weeksella 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Zunongwangia 6 0.1.4.4.1.2.22 Zunongwangia 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;unclassified 6 0.1.4.4.1.2.23 unclassified 0 301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Bacteroidetes;Flavobacteria;Flavobacteriales;unclassified 5 0.1.4.4.1.3 unclassified 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Bacteroidetes;Flavobacteria;Flavobacteriales;unclassified;unclassified 6 0.1.4.4.1.3.1 unclassified 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Bacteroidetes;unclassified 3 0.1.4.5 unclassified 1 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Bacteroidetes;unclassified;unclassified 4 0.1.4.5.1 unclassified 1 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Bacteroidetes;unclassified;unclassified;unclassified 5 0.1.4.5.1.1 unclassified 1 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Bacteroidetes;unclassified;unclassified;unclassified;unclassified 6 0.1.4.5.1.1.1 unclassified 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Chloroflexi 2 0.1.5 Chloroflexi 6 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi 3 0.1.5.1 Chloroflexi 3 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Chloroflexales 4 0.1.5.1.1 Chloroflexales 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Chloroflexales;Chloroflexaceae 5 0.1.5.1.1.1 Chloroflexaceae 3 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Chloroflexales;Chloroflexaceae;Heliothrix 6 0.1.5.1.1.1.1 Heliothrix 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Chloroflexales;Chloroflexaceae;Roseiflexus 6 0.1.5.1.1.1.2 Roseiflexus 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Chloroflexales;Chloroflexaceae;unclassified 6 0.1.5.1.1.1.3 unclassified 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Herpetosiphonales 4 0.1.5.1.2 Herpetosiphonales 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Herpetosiphonales;Herpetosiphonaceae 5 0.1.5.1.2.1 Herpetosiphonaceae 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon 6 0.1.5.1.2.1.1 Herpetosiphon 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;unclassified 4 0.1.5.1.3 unclassified 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;unclassified;unclassified 5 0.1.5.1.3.1 unclassified 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Chloroflexi;unclassified;unclassified;unclassified 6 0.1.5.1.3.1.1 unclassified 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Anaerolineae 3 0.1.5.2 Anaerolineae 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Anaerolineae;Anaerolineales 4 0.1.5.2.1 Anaerolineales 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae 5 0.1.5.2.1.1 Anaerolineaceae 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea 6 0.1.5.2.1.1.1 Levilinea 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
